"DISPATCHED","DESCRIPTION","ADDRESS","GRID","REPORT"
"04-24-2023 05:05 AM","VEHICLE STOP/TRAFFIC","STARFINDER WAY / NEEDLETREE DR","247","171001"
"04-24-2023 05:04 AM","VEHICLE STOP/TRAFFIC","SR 60 W SB / AIRPORT SR 60 W SB RAMP","117","170999"
"04-24-2023 05:02 AM","PETTY THEFT","800 BLOCK SCOTT ST","140","170995"
"04-24-2023 04:56 AM","DISTURBANCE","2300 BLOCK W WATERS AVE","34","170993"
"04-24-2023 04:56 AM","NATURE UNKNOWN","3200 BLOCK SANCHEZ ST","108","170997"
"04-24-2023 04:49 AM","FOLLOW UP INVESTIGATION","8400 BLOCK N 15TH ST","29","170983"
"04-24-2023 04:47 AM","TRAFFIC CRASH","2300 BLOCK W LA SALLE ST","138","170991"
"04-24-2023 04:46 AM","BUILDING CHECK","3800 BLOCK N NEBRASKA AVE","96","170992"
"04-24-2023 04:42 AM","ANIMAL NUISANCE","11300 BLOCK N 22ND ST","6","170985"
"04-24-2023 04:41 AM","BUILDING CHECK","5400 BLOCK PRIMROSE LAKE CIR","238","170990"
"04-24-2023 04:38 AM","DISTURBANCE","8400 BLOCK N CHEVALIER AVE","25","170988"
"04-24-2023 04:32 AM","RESID/COMMERIAL ALARM","2700 BLOCK E FOWLER AVE","6","170986"
"04-24-2023 04:28 AM","BUILDING CHECK","7700 BLOCK W COURTNEY CAMPBELL CSWY","117","170982"
"04-24-2023 04:24 AM","HIT AND RUN","1500 BLOCK E 5TH AVE","128","170973"
"04-24-2023 04:19 AM","NATURE UNKNOWN","1600 BLOCK E 7TH AVE","128","170971"
"04-24-2023 04:11 AM","AUTO BURGLARY","2500 BLOCK E HILLSBOROUGH AVE","61","170978"
"04-24-2023 04:09 AM","NATURE UNKNOWN","8400 BLOCK N NEBRASKA AVE","29","170955"
"04-24-2023 03:51 AM","MENTALLY ILL PERSON","GRID ONLY","226","170980"
"04-24-2023 03:39 AM","RESID/COMMERIAL ALARM","3800 BLOCK W GANDY BLVD","184","170976"
"04-24-2023 03:37 AM","VEHICLE STOP/TRAFFIC","N DALE MABRY HWY / W ALVA ST","77","170974"
"04-24-2023 03:36 AM","DISTURBANCE","7000 BLOCK ADAMO DR","134","170969"
"04-24-2023 03:32 AM","STOLEN VEHICLE","1400 BLOCK E 6TH AVE","127","170939"
"04-24-2023 03:29 AM","STOLEN VEHICLE","3900 BLOCK E HILLSBOROUGH AVE","74","170972"
"04-24-2023 03:27 AM","FOLLOW UP INVESTIGATION","5300 BLOCK N ARMENIA AVE","79","170970"
"04-24-2023 03:23 AM","DISTURBANCE","6200 BLOCK S DALE MABRY HWY","192","170967"
"04-24-2023 03:20 AM","VEHICLE STOP/TRAFFIC","W DR MARTIN LUTHER KING JR BLVD / N HIMES AVE","90","170966"
"04-24-2023 03:13 AM","DISTURBANCE","1100 BLOCK W KENNEDY BLVD","161","170965"
"04-24-2023 03:12 AM","DOMESTIC DISPUTE","5000 BLOCK W PRESCOTT ST","194","170964"
"04-24-2023 03:10 AM","VEHICLE STOP/TRAFFIC","N DALE MABRY HWY / W DR MARTIN LUTHER KING JR BLVD","89","170963"
"04-24-2023 03:10 AM","AGG ASSAULT/BATTERY","5300 BLOCK N ARMENIA AVE","79","170962"
"04-24-2023 03:08 AM","DISTURBANCE","3000 BLOCK W DR MARTIN LUTHER KING JR BLVD","78","170960"
"04-24-2023 03:04 AM","DISTURBANCE","1400 BLOCK W CHESTNUT ST","124","170957"
"04-24-2023 03:02 AM","AGG ASSAULT/BATTERY","1300 BLOCK E HILLSBOROUGH AVE","59","170958"
"04-24-2023 03:01 AM","BURG OF A STRUCTURE","10100 BLOCK N FLORIDA AVE","11","170956"
"04-24-2023 02:57 AM","BUILDING CHECK","10800 BLOCK N 46TH ST","7","170954"
"04-24-2023 02:56 AM","BUILDING CHECK","10600 BLOCK N 27TH ST","14","170953"
"04-24-2023 02:55 AM","MISSING PERS/RUNAWAY","8400 BLOCK N 15TH ST","29","170949"
"04-24-2023 02:52 AM","NATURE UNKNOWN","1700 BLOCK E 7TH AVE","128","170952"
"04-24-2023 02:49 AM","RESID/COMMERIAL ALARM","11200 BLOCK MCKINLEY DR","7","170950"
"04-24-2023 02:49 AM","BUILDING CHECK","3200 BLOCK HENDERSON BLVD","158","170951"
"04-24-2023 02:47 AM","MISSING PERS/RUNAWAY","9400 BLOCK N ELMER ST","21","170948"
"04-24-2023 02:44 AM","BUILDING CHECK","7900 BLOCK HAMPTON LAKE DR","246","170947"
"04-24-2023 02:38 AM","BUILDING CHECK","3400 BLOCK E DR MARTIN LUTHER KING JR BLVD","86","170945"
"04-24-2023 02:38 AM","VEHICLE STOP/TRAFFIC","W HILLSBOROUGH AVE / N SAINT VINCENT ST","66","170944"
"04-24-2023 02:38 AM","BUILDING CHECK","2200 BLOCK W KENNEDY BLVD","160","170943"
"04-24-2023 02:35 AM","RESID/COMMERIAL ALARM","2700 BLOCK E FOWLER AVE","6","170942"
"04-24-2023 02:34 AM","VEHICLE STOP/TRAFFIC","CHANNELSIDE DR / E YORK ST","145","170941"
"04-24-2023 02:30 AM","VEHICLE STOP/TRAFFIC","E 5TH AVE / NUCCIO PKWY","127","170938"
"04-24-2023 02:23 AM","DISTURBANCE","1800 BLOCK N 34TH ST","130","170937"
"04-24-2023 02:19 AM","ASSAULT/BATTERY","2100 BLOCK W OKALOOSA AVE","25","170935"
"04-24-2023 02:18 AM","BUILDING CHECK","2000 BLOCK W CLEVELAND ST","160","170936"
"04-24-2023 02:13 AM","DISTURBANCE","3900 BLOCK W CAYUGA ST","68","170932"
"04-24-2023 02:12 AM","VEHICLE STOP/TRAFFIC","S ARMENIA AVE / W CLEVELAND ST","159","170934"
"04-24-2023 02:12 AM","MENTALLY ILL PERSON","GRID ONLY","64","170931"
"04-24-2023 02:08 AM","VEHICLE STOP/TRAFFIC","HENDERSON BLVD / S DALE MABRY HWY","164","170930"
"04-24-2023 02:07 AM","MISDEMEANOR","4700 BLOCK W GANDY BLVD","183","170924"
"04-24-2023 02:05 AM","MENTALLY ILL PERSON","GRID ONLY","66","170925"
"04-24-2023 02:05 AM","VEHICLE STOP/TRAFFIC","E BUSCH BLVD / N ORANGEVIEW AVE","32","170927"
"04-24-2023 02:05 AM","BUILDING CHECK","100 BLOCK S WEST SHORE BLVD","156","170926"
"04-24-2023 02:05 AM","BUILDING CHECK","1800 BLOCK N 50TH ST","131","170922"
"04-24-2023 02:00 AM","RESID/COMMERIAL ALARM","3400 BLOCK W PAXTON AVE","188","170917"
"04-24-2023 01:59 AM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N ARMENIA AVE","159","170920"
"04-24-2023 01:58 AM","VEHICLE STOP/TRAFFIC","W GANDY BLVD / S SHERWOOD AVE","188","170919"
"04-24-2023 01:56 AM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N ARMENIA AVE","159","170918"
"04-24-2023 01:46 AM","MISDEMEANOR","300 BLOCK WESTSHORE PLZ","149","170913"
"04-24-2023 01:45 AM","DISTURBANCE","4000 BLOCK S WEST SHORE BLVD","180","170915"
"04-24-2023 01:38 AM","DISTURBANCE","2600 BLOCK E IDA ST","85","170870"
"04-24-2023 01:32 AM","BUILDING CHECK","2500 BLOCK N 50TH ST","131","170911"
"04-24-2023 01:31 AM","CRIMINAL MISCHIEF","2200 BLOCK E COLUMBUS DR","109","170883"
"04-24-2023 01:30 AM","DISABLED VEHICLE","I75 / BRUCE B DOWNS BLVD","237","170910"
"04-24-2023 01:29 AM","INFORMATION","1700 BLOCK E 7TH AVE","128","170909"
"04-24-2023 01:27 AM","TRAFFIC CRASH","W DR MARTIN LUTHER KING JR BLVD / N ARMENIA AVE","91","170907"
"04-24-2023 01:21 AM","DISTURBANCE","8500 BLOCK N MULBERRY ST","29","170895"
"04-24-2023 01:15 AM","DISTURBANCE","2900 BLOCK W ROGERS AVE","189","170901"
"04-24-2023 01:13 AM","NATURE UNKNOWN","1200 BLOCK E CUMBERLAND AVE","145","170900"
"04-24-2023 01:12 AM","VEHICLE STOP/TRAFFIC","W COLUMBUS DR / N RIDGEWOOD AVE","115","170903"
"04-24-2023 01:12 AM","BUILDING CHECK","800 BLOCK N ASHLEY DR","143","170902"
"04-24-2023 01:11 AM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N BOULEVARD","161","170899"
"04-24-2023 01:07 AM","RECKLESS DRIVING","I275 / E DR MARTIN LUTHER KING JR BLVD","95","170898"
"04-24-2023 01:07 AM","BUILDING CHECK","BAYSHORE BLVD / W WAVERLY AVE","179","170897"
"04-24-2023 12:58 AM","MENTALLY ILL PERSON","GRID ONLY","10","170893"
"04-24-2023 12:57 AM","DISTURBANCE","3800 BLOCK N 22ND ST","97","170892"
"04-24-2023 12:56 AM","INFORMATION","N 17TH ST / E 7TH AVE","128","170891"
"04-24-2023 12:56 AM","SUSPICIOUS PERSON","W PEARL AVE / S LOIS AVE","187","170890"
"04-24-2023 12:54 AM","DISTURBANCE","900 BLOCK N FRANKLIN ST","140","170880"
"04-24-2023 12:51 AM","DISTURBANCE","3700 BLOCK N TAMPA ST","94","170887"
"04-24-2023 12:51 AM","DISTURBANCE","4800 BLOCK E BUSCH BLVD","24","170888"
"04-24-2023 12:50 AM","INFORMATION","8200 BLOCK N 9TH ST","38","170858"
"04-24-2023 12:47 AM","TRAFFIC CRASH","15300 BLOCK BRUCE B DOWNS BLVD","230","170885"
"04-24-2023 12:47 AM","NATURE UNKNOWN","1700 BLOCK E 7TH AVE","128","170884"
"04-24-2023 12:44 AM","MISDEMEANOR","500 BLOCK E DR MARTIN LUTHER KING JR BLVD","82","170875"
"04-24-2023 12:38 AM","DOMESTIC DISPUTE","2500 BLOCK E HILLSBOROUGH AVE","61","170879"
"04-24-2023 12:36 AM","DISTURBANCE","N 38TH ST / E OSBORNE AVE","86","170862"
"04-24-2023 12:33 AM","BUILDING CHECK","300 BLOCK WESTSHORE PLZ","149","170877"
"04-24-2023 12:32 AM","RESID/COMMERIAL ALARM","4100 BLOCK N FLORIDA AVE","82","170874"
"04-24-2023 12:30 AM","VEHICLE STOP/TRAFFIC","W GANDY BLVD / S RENELLIE DR","186","170873"
"04-24-2023 12:29 AM","VEHICLE STOP/TRAFFIC","4500 BLOCK W GANDY BLVD","183","170872"
"04-24-2023 12:29 AM","BUILDING CHECK","5000 BLOCK E BUSCH BLVD","24","170871"
"04-24-2023 12:23 AM","VEHICLE STOP/TRAFFIC","N 34TH ST / E MOHAWK AVE","62","170867"
"04-24-2023 12:21 AM","VEHICLE STOP/TRAFFIC","INTERBAY BLVD / S HAROLD AVE","196","170866"
"04-24-2023 12:20 AM","TRAFFIC CRASH","4000 BLOCK GEORGE RD","117","170864"
"04-24-2023 12:17 AM","DISTURBANCE","N 12TH ST / E WHITING ST","145","170860"
"04-24-2023 12:17 AM","SUSPICIOUS PERSON","200 BLOCK W WATERS AVE","36","170863"
"04-24-2023 12:16 AM","MISSING PERS/RUNAWAY","8600 BLOCK BUTTONBUSH CT","243","170861"
"04-24-2023 12:10 AM","BUILDING CHECK","2900 BLOCK CORD ST","111","170848"
"04-24-2023 12:05 AM","MISSING PERS/RUNAWAY","2500 BLOCK W DR MARTIN LUTHER KING JR BLVD","91","170855"
"04-24-2023 12:04 AM","DISTURBANCE","4400 BLOCK E ELLICOTT ST","75","170853"
"04-24-2023 12:04 AM","VEHICLE STOP/TRAFFIC","N 40TH ST / E 21ST AVE","110","170854"
"04-24-2023 12:03 AM","DISTURBANCE","2900 BLOCK W ROGERS AVE","189","170849"
"04-23-2023 11:51 PM","NATURE UNKNOWN","1700 BLOCK CASTLE ROCK RD","16","170842"
"04-23-2023 11:48 PM","PROJECT","3800 BLOCK N CENTRAL AVE","95","170840"
"04-23-2023 11:48 PM","LOST/FOUND PROPERTY","3800 BLOCK N 22ND ST","97","170839"
"04-23-2023 11:46 PM","SUSPICIOUS VEHICLE","W COMANCHE AVE / W MOHAWK AVE","56","170830"
"04-23-2023 11:46 PM","VEHICLE STOP/TRAFFIC","E DR MARTIN LUTHER KING JR BLVD / N 29TH ST","98","170836"
"04-23-2023 11:39 PM","SUSPICIOUS VEHICLE","6800 BLOCK S JUANITA ST","194","170828"
"04-23-2023 11:38 PM","RESID/COMMERIAL ALARM","6400 BLOCK N NEBRASKA AVE","51","170829"
"04-23-2023 11:35 PM","NATURE UNKNOWN","10000 BLOCK N ASHLEY ST","10","170823"
"04-23-2023 11:35 PM","RECKLESS DRIVING","100 BLOCK W GASPARILLA PLZ","143","170826"
"04-23-2023 11:35 PM","SUSPICIOUS VEHICLE","2900 BLOCK W ROGERS AVE","189","170824"
"04-23-2023 11:31 PM","FOLLOW UP INVESTIGATION","2900 BLOCK N CENTRAL AVE","106","170816"
"04-23-2023 11:30 PM","PROJECT","E BOUGAINVILLEA AVE / N 30TH ST","14","170822"
"04-23-2023 11:29 PM","VEHICLE STOP/TRAFFIC","NUCCIO PKWY / E 7TH AVE","127","170821"
"04-23-2023 11:28 PM","RECKLESS DRIVING","N DALE MABRY HWY / W SPRUCE ST","120","170820"
"04-23-2023 11:27 PM","MENTALLY ILL PERSON","GRID ONLY","29","170800"
"04-23-2023 11:25 PM","SUSPICIOUS PERSON","10800 BLOCK GREAT FALLS LN","260","170818"
"04-23-2023 11:24 PM","DISTURBANCE","5100 BLOCK PALM PARK CT","75","170817"
"04-23-2023 11:23 PM","BUILDING CHECK","2700 BLOCK N FLORIDA AVE","105","170815"
"04-23-2023 11:20 PM","DISABLED VEHICLE","W KENNEDY BLVD / SR 60 W NB","149","170806"
"04-23-2023 11:20 PM","PETTY THEFT","800 BLOCK E DR MARTIN LUTHER KING JR BLVD","82","170741"
"04-23-2023 11:20 PM","JUVENILE CURFEW LAW","400 BLOCK E STRATFORD AVE","95","170814"
"04-23-2023 11:19 PM","BUILDING CHECK","4100 BLOCK AIR CARGO RD","89","170813"
"04-23-2023 11:19 PM","DOMESTIC DISPUTE","1200 BLOCK N MARION ST","140","170809"
"04-23-2023 11:18 PM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N GOMEZ AVE","159","170811"
"04-23-2023 11:17 PM","MENTALLY ILL PERSON","GRID ONLY","143","170808"
"04-23-2023 11:15 PM","VEHICLE STOP/TRAFFIC","E BUSCH BLVD / N FLORIDA AVE","27","170807"
"04-23-2023 11:14 PM","BUILDING CHECK","N FLORIDA AVE / W SLIGH AVE","50","170805"
"04-23-2023 11:12 PM","MENTALLY ILL PERSON","GRID ONLY","239","170803"
"04-23-2023 11:11 PM","INFORMATION","800 BLOCK E DR MARTIN LUTHER KING JR BLVD","82","170802"
"04-23-2023 11:07 PM","ASSAULT/BATTERY","2900 BLOCK W SWANN AVE","159","170751"
"04-23-2023 11:06 PM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / S STERLING AVE","158","170798"
"04-23-2023 11:05 PM","AGG ASSAULT/BATTERY","1100 BLOCK E YUKON ST","29","170797"
"04-23-2023 11:03 PM","VEHICLE STOP/TRAFFIC","W BOY SCOUT BLVD / N LOIS AVE","120","170796"
"04-23-2023 11:03 PM","FOLLOW UP INVESTIGATION","2700 BLOCK W KATHLEEN ST","103","170785"
"04-23-2023 11:03 PM","VEHICLE STOP/TRAFFIC","N 34TH ST / E 26TH AVE","110","170795"
"04-23-2023 11:02 PM","DISTURBANCE","5100 BLOCK S DALE MABRY HWY","187","170793"
"04-23-2023 11:01 PM","TRAFFIC CRASH","I275 / E HILLSBOROUGH AVE","70","170774"
"04-23-2023 10:57 PM","INFORMATION","E GIDDENS AVE / N NEBRASKA AVE","70","170791"
"04-23-2023 10:54 PM","MISDEMEANOR","1300 BLOCK E 21ST AVE","107","170688"
"04-23-2023 10:54 PM","VEHICLE STOP/TRAFFIC","FRONTAGE I275 S RAMP / SR 60 W SB I275 S RAMP","118","170788"
"04-23-2023 10:54 PM","TRAFFIC LIGHT OUT","N BOULEVARD / W COLUMBUS DR","115","170786"
"04-23-2023 10:52 PM","VEHICLE STOP/TRAFFIC","W CYPRESS ST / N HABANA AVE","137","170787"
"04-23-2023 10:51 PM","BUILDING CHECK","W TAMPA BAY BLVD / N LOIS AVE","89","170784"
"04-23-2023 10:50 PM","VEHICLE STOP/TRAFFIC","DAVIS BLVD / ARBOR PL","133","170783"
"04-23-2023 10:50 PM","DISTURBANCE","18000 BLOCK RICHMOND PLACE DR","242","170773"
"04-23-2023 10:49 PM","JUVENILE CURFEW LAW","3300 BLOCK N BAILEY ST","95","170782"
"04-23-2023 10:49 PM","DISTURBANCE","1900 BLOCK W SAINT JOHN ST","114","170780"
"04-23-2023 10:49 PM","BUILDING CHECK","2200 BLOCK E HENRY AVE","61","170781"
"04-23-2023 10:48 PM","TRAFFIC CRASH","2500 BLOCK W DR MARTIN LUTHER KING JR BLVD","91","170766"
"04-23-2023 10:46 PM","VEHICLE STOP/TRAFFIC","E BUSCH BLVD / N FLORIDA AVE","27","170778"
"04-23-2023 10:45 PM","DOMESTIC DISPUTE","400 BLOCK E STRATFORD AVE","95","170761"
"04-23-2023 10:39 PM","VEHICLE STOP/TRAFFIC","MEMORIAL HWY / W COURTNEY CAMPBELL CSWY","117","170772"
"04-23-2023 10:38 PM","FOLLOW UP INVESTIGATION","8400 BLOCK N 15TH ST","29","170731"
"04-23-2023 10:37 PM","DISTURBANCE","900 BLOCK W WARREN AVE","104","170755"
"04-23-2023 10:35 PM","BUILDING CHECK","5800 BLOCK N 30TH ST","61","170764"
"04-23-2023 10:33 PM","MISDEMEANOR","3300 BLOCK N FLORIDA AVE","94","170754"
"04-23-2023 10:32 PM","FIRE","100 BLOCK E GLADYS ST","105","170757"
"04-23-2023 10:31 PM","INFORMATION","400 BLOCK CHANNELSIDE DR","144","170760"
"04-23-2023 10:30 PM","DISTURBANCE","1400 BLOCK W YUKON ST","26","170724"
"04-23-2023 10:28 PM","INFORMATION","7700 BLOCK W COURTNEY CAMPBELL CSWY","117","170756"
"04-23-2023 10:28 PM","MISDEMEANOR","2500 BLOCK N 50TH ST","131","170729"
"04-23-2023 10:27 PM","RESID/COMMERIAL ALARM","4700 BLOCK N HABANA AVE","78","170747"
"04-23-2023 10:26 PM","VEHICLE STOP/TRAFFIC","1000 BLOCK S DALE MABRY HWY","164","170753"
"04-23-2023 10:25 PM","VEHICLE STOP/TRAFFIC","MEMORIAL HWY / W COURTNEY CAMPBELL CSWY","117","170752"
"04-23-2023 10:22 PM","JUVENILE CURFEW LAW","3400 BLOCK BISHOP EDDIE NEWKIRK WAY","110","170749"
"04-23-2023 10:22 PM","VEHICLE STOP/TRAFFIC","E 109TH AVE / N 11TH ST","12","170748"
"04-23-2023 10:21 PM","DISTURBANCE","N 29TH ST / E 25TH AVE","109","170746"
"04-23-2023 10:21 PM","DOMESTIC DISPUTE","8300 BLOCK N FLORIDA AVE","37","170738"
"04-23-2023 10:21 PM","FIRE","4700 BLOCK N HABANA AVE","78","170745"
"04-23-2023 10:19 PM","NATURE UNKNOWN","N 31ST ST / E 21ST AVE","110","170740"
"04-23-2023 10:19 PM","VEHICLE STOP/TRAFFIC","S DALE MABRY HWY / W BAY VISTA AVE","181","170743"
"04-23-2023 10:18 PM","MENTALLY ILL PERSON","GRID ONLY","250","170737"
"04-23-2023 10:13 PM","DOMESTIC DISPUTE","3900 BLOCK W ALVA ST","77","170735"
"04-23-2023 10:10 PM","FIGHT","E OSBORNE AVE / N 39TH ST","86","170732"
"04-23-2023 10:08 PM","JUVENILE CURFEW LAW","5500 BLOCK E 30TH AVE","101","170733"
"04-23-2023 10:07 PM","MISDEMEANOR","1900 BLOCK E HILLSBOROUGH AVE","60","170722"
"04-23-2023 10:06 PM","BUILDING CHECK","4400 BLOCK W TAMPA BAY BLVD","89","170730"
"04-23-2023 10:05 PM","JUVENILE CURFEW LAW","2600 BLOCK E 23RD AVE","109","170727"
"04-23-2023 10:04 PM","TRAFFIC LIGHT OUT","N 46TH ST / E BOUGAINVILLEA AVE","23","170708"
"04-23-2023 10:03 PM","BUILDING CHECK","3100 BLOCK N ROCKY POINT DR","117","170726"
"04-23-2023 10:03 PM","MISDEMEANOR","200 BLOCK E FOWLER AVE","3","170714"
"04-23-2023 10:03 PM","JUVENILE CURFEW LAW","3700 BLOCK N 35TH ST","99","170725"
"04-23-2023 09:58 PM","NATURE UNKNOWN","9400 BLOCK N 16TH ST","21","170719"
"04-23-2023 09:57 PM","GRAND THEFT","4000 BLOCK S WEST SHORE BLVD","183","170721"
"04-23-2023 09:54 PM","VEHICLE STOP/TRAFFIC","S MACDILL AVE / W AZEELE ST","158","170720"
"04-23-2023 09:54 PM","BURG OF A STRUCTURE","17100 BLOCK CARRINGTON PARK DR","237","170711"
"04-23-2023 09:53 PM","VEHICLE STOP/TRAFFIC","N FLORIDA AVE / W BUSCH BLVD","27","170717"
"04-23-2023 09:52 PM","BUILDING CHECK","4500 BLOCK N HIMES AVE","78","170716"
"04-23-2023 09:52 PM","VEHICLE STOP/TRAFFIC","I275 / N ASHLEY DR","125","170715"
"04-23-2023 09:51 PM","DISTURBANCE","3700 BLOCK MIDTOWN DR","136","170681"
"04-23-2023 09:51 PM","VEHICLE STOP/TRAFFIC","E BOUGAINVILLEA AVE / MARVY AVE","13","170712"
"04-23-2023 09:50 PM","DISTURBANCE","1100 BLOCK E YUKON ST","29","170710"
"04-23-2023 09:43 PM","MISDEMEANOR","500 BLOCK E DR MARTIN LUTHER KING JR BLVD","82","170658"
"04-23-2023 09:43 PM","SUSPICIOUS PERSON","5100 BLOCK BERNARD CIR","24","170705"
"04-23-2023 09:42 PM","FIGHT","8300 BLOCK N NEBRASKA AVE","38","170706"
"04-23-2023 09:40 PM","STOLEN VEHICLE","2300 BLOCK W MAIN ST","123","170701"
"04-23-2023 09:38 PM","RECKLESS DRIVING","7700 BLOCK W COURTNEY CAMPBELL CSWY","117","170702"
"04-23-2023 09:37 PM","DOMESTIC DISPUTE","5000 BLOCK N 15TH ST","72","170669"
"04-23-2023 09:36 PM","DISTURBANCE","1700 BLOCK E KIRBY ST","39","170699"
"04-23-2023 09:33 PM","VEHICLE STOP/TRAFFIC","7800 BLOCK W COURTNEY CAMPBELL CSWY","117","170697"
"04-23-2023 09:30 PM","DISTURBANCE","400 BLOCK S MACDILL AVE","158","170692"
"04-23-2023 09:30 PM","VEHICLE STOP/TRAFFIC","4400 BLOCK W GANDY BLVD","186","170693"
"04-23-2023 09:29 PM","VEHICLE STOP/TRAFFIC","W HORATIO ST / S DALE MABRY HWY","157","170691"
"04-23-2023 09:24 PM","VEHICLE STOP/TRAFFIC","N ROCKY POINT DR / W COURTNEY CAMPBELL CSWY","117","170689"
"04-23-2023 09:22 PM","TRAFFIC CRASH","N 28TH ST / E BUSCH BLVD","22","170680"
"04-23-2023 09:22 PM","DISABLED VEHICLE","9300 BLOCK N 30TH ST","22","170687"
"04-23-2023 09:21 PM","VEHICLE STOP/TRAFFIC","S HOWARD AVE / W PLATT ST","160","170686"
"04-23-2023 09:21 PM","VEHICLE STOP/TRAFFIC","W COURTNEY CAMPBELL CSWY / N ROCKY POINT DR","117","170685"
"04-23-2023 09:18 PM","INFORMATION","1300 BLOCK W CYPRESS ST","139","170684"
"04-23-2023 09:17 PM","INFORMATION","8300 BLOCK N NEBRASKA AVE","38","170682"
"04-23-2023 09:13 PM","VEHICLE STOP/TRAFFIC","EXIT 39B I275 MEMORIAL HWY / I275","149","170678"
"04-23-2023 09:13 PM","MISDEMEANOR","6400 BLOCK S DALE MABRY HWY","192","170662"
"04-23-2023 09:12 PM","VEHICLE STOP/TRAFFIC","SR 60 W NB / W SPRUCE ST","117","170677"
"04-23-2023 09:11 PM","MISDEMEANOR","6900 BLOCK N NEBRASKA AVE","45","170643"
"04-23-2023 09:11 PM","SUSPICIOUS PERSON","4300 BLOCK LA VERA CT","184","170675"
"04-23-2023 09:10 PM","BUILDING CHECK","2600 BLOCK S TORONTO AVE","173","170670"
"04-23-2023 09:08 PM","DISTURBANCE","1200 BLOCK E CURTIS ST","83","170667"
"04-23-2023 09:07 PM","VEHICLE STOP/TRAFFIC","N ASHLEY DR / E MADISON ST","143","170673"
"04-23-2023 09:07 PM","INFORMATION","3000 BLOCK N FLORIDA AVE","106","170661"
"04-23-2023 09:07 PM","ASSAULT/BATTERY","2300 BLOCK E BUSCH BLVD","31","170657"
"04-23-2023 09:05 PM","VEHICLE STOP/TRAFFIC","7800 BLOCK W COURTNEY CAMPBELL CSWY","117","170668"
"04-23-2023 09:03 PM","VEHICLE STOP/TRAFFIC","I275 / N LOIS AVE","150","170665"
"04-23-2023 09:02 PM","RECKLESS DRIVING","W COLUMBUS DR / N HIMES AVE","112","170663"
"04-23-2023 09:00 PM","VEHICLE STOP/TRAFFIC","W COLUMBUS DR / N HIMES AVE","112","170656"
"04-23-2023 08:59 PM","DOMESTIC DISPUTE","N FLORIDA AVE / W BUSCH BLVD","27","170652"
"04-23-2023 08:59 PM","AGG ASSAULT/BATTERY","2900 BLOCK N CENTRAL AVE","106","170654"
"04-23-2023 08:58 PM","INFORMATION","11200 BLOCK N 22ND ST","5","170604"
"04-23-2023 08:56 PM","STOLEN VEHICLE","1900 BLOCK N OLA AVE","115","170648"
"04-23-2023 08:53 PM","INFORMATION","3000 BLOCK E BUSCH BLVD","23","170651"
"04-23-2023 08:53 PM","VEHICLE STOP/TRAFFIC","N 20TH ST / E 33RD AVE","97","170650"
"04-23-2023 08:51 PM","VEHICLE STOP/TRAFFIC","VETERANS EXPY / INDEPENDENCE PKWY","117","170646"
"04-23-2023 08:50 PM","VEHICLE STOP/TRAFFIC","W COURTNEY CAMPBELL CSWY / BAYPORT DR","117","170645"
"04-23-2023 08:49 PM","INTOXICATED PERSON","300 BLOCK BAYSHORE BLVD","162","170638"
"04-23-2023 08:49 PM","PROJECT","3800 BLOCK N CENTRAL AVE","95","170644"
"04-23-2023 08:46 PM","BUILDING CHECK","4700 BLOCK N HIMES AVE","78","170642"
"04-23-2023 08:46 PM","INFORMATION","2700 BLOCK W KATHLEEN ST","103","170640"
"04-23-2023 08:45 PM","DISTURBANCE","2200 BLOCK N FLORIDA AVE","116","170619"
"04-23-2023 08:45 PM","TRAFFIC CRASH","AIR CARGO RD / W CAYUGA ST","76","170634"
"04-23-2023 08:44 PM","INFORMATION","8200 BLOCK N 13TH ST","38","170624"
"04-23-2023 08:44 PM","DISTURBANCE","W PAUL AVE / S TRASK ST","186","170635"
"04-23-2023 08:43 PM","BUILDING CHECK","400 BLOCK W PLATT ST","162","170636"
"04-23-2023 08:42 PM","DISTURBANCE","N FLORIDA AVE / E COLUMBUS DR","115","170633"
"04-23-2023 08:41 PM","INFORMATION","N TAMPANIA AVE / W IVY ST","103","170631"
"04-23-2023 08:40 PM","PROJECT","N 17TH ST / E IDELL ST","39","170630"
"04-23-2023 08:40 PM","VEHICLE STOP/TRAFFIC","N LOIS AVE / W OHIO AVE","89","170629"
"04-23-2023 08:40 PM","VEHICLE STOP/TRAFFIC","E 17TH AVE / N 27TH ST","109","170628"
"04-23-2023 08:39 PM","VEHICLE STOP/TRAFFIC","7800 BLOCK W COURTNEY CAMPBELL CSWY","117","170623"
"04-23-2023 08:35 PM","PARKING VIOLATION","6200 BLOCK S WEST SHORE BLVD","190","170612"
"04-23-2023 08:34 PM","NARCOTIC LAW (DRUGS)","300 BLOCK BAYSHORE BLVD","162","170611"
"04-23-2023 08:34 PM","JUVENILE CURFEW LAW","8300 BLOCK N 13TH ST","38","170618"
"04-23-2023 08:33 PM","BUILDING CHECK","N BOULEVARD / W FLORA ST","42","170617"
"04-23-2023 08:33 PM","BUILDING CHECK","4400 BLOCK W TAMPA BAY BLVD","89","170616"
